emp_no,first_name,last_name,birth_date,title,from_date,to_date
430054,Erzsebet,Setiz,1965-01-22,Engineer,1993-06-10,9999-01-01
430981,Amabile,Koyama,1965-01-24,Staff,1985-07-25,1993-05-14
429954,Renny,Gladwell,1965-01-26,Staff,1999-02-27,9999-01-01
430558,Xiong,Roisin,1965-01-07,Senior Engineer,1988-03-01,9999-01-01
430558,Xiong,Roisin,1965-01-07,Engineer,1988-03-01,9999-01-01
430593,Janalee,Lanzelotte,1965-01-19,Senior Staff,1997-12-01,9999-01-01
430631,Kersti,Marsiglia,1965-01-17,Engineer,1994-02-19,9999-01-01
430891,Khalil,Gien,1965-01-06,Senior Engineer,1991-08-06,9999-01-01
430981,Amabile,Koyama,1965-01-24,Senior Staff,1985-07-25,1993-05-14
431353,Bedir,Reeken,1965-01-22,Senior Staff,1991-02-17,1998-10-25
431576,Masamitsu,Back,1965-01-06,Staff,1987-03-25,1993-04-12
431576,Masamitsu,Back,1965-01-06,Senior Staff,1987-03-25,1993-04-12
431576,Masamitsu,Back,1965-01-06,Staff,1993-04-12,9999-01-01
431576,Masamitsu,Back,1965-01-06,Senior Staff,1993-04-12,9999-01-01
431657,Visit,Thiran,1965-01-31,Senior Engineer,1986-11-14,9999-01-01
431657,Visit,Thiran,1965-01-31,Engineer,1986-11-14,9999-01-01
431882,Hideo,Varman,1965-01-21,Engineer,1997-06-19,9999-01-01
431759,Alassane,Ramsay,1965-02-01,Engineer,1987-11-21,1989-04-12
431759,Alassane,Ramsay,1965-02-01,Engineer,1987-11-05,1987-11-21
431887,Poorav,Ranst,1965-01-05,Senior Engineer,1996-06-01,9999-01-01
432121,Alair,Straney,1965-01-06,Staff,1986-11-15,9999-01-01
432121,Alair,Straney,1965-01-06,Senior Staff,1986-11-15,9999-01-01
432399,Nitsan,Nollmann,1965-01-19,Senior Engineer,1990-09-10,1993-09-29
432031,Adamantios,Matzat,1965-01-11,Staff,1987-03-01,9999-01-01
432031,Adamantios,Matzat,1965-01-11,Senior Staff,1987-03-01,9999-01-01
432034,Arfst,Uehara,1965-01-24,Senior Staff,1994-07-10,9999-01-01
432034,Arfst,Uehara,1965-01-24,Senior Staff,1993-11-15,1994-07-10
432089,Irena,Gulla,1965-01-17,Senior Engineer,1989-12-30,2002-01-11
432399,Nitsan,Nollmann,1965-01-19,Engineer,1990-09-10,1993-09-29
432257,Kwangjo,Hiltgen,1965-01-20,Engineer,1998-12-22,9999-01-01
432261,Arve,Bergere,1965-01-30,Senior Engineer,1987-07-28,9999-01-01
432261,Arve,Bergere,1965-01-30,Engineer,1987-07-28,9999-01-01
432399,Nitsan,Nollmann,1965-01-19,Senior Engineer,1993-09-29,9999-01-01
432399,Nitsan,Nollmann,1965-01-19,Engineer,1993-09-29,9999-01-01
432665,Flemming,Driscoll,1965-01-02,Senior Engineer,1994-05-28,9999-01-01
432665,Flemming,Driscoll,1965-01-02,Engineer,1994-05-28,9999-01-01
432523,Takahiro,Maquelin,1965-01-21,Engineer,1997-07-21,9999-01-01
432665,Flemming,Driscoll,1965-01-02,Senior Engineer,1991-06-28,1994-05-28
432665,Flemming,Driscoll,1965-01-02,Engineer,1991-06-28,1994-05-28
432787,Toshiko,Ibel,1965-01-16,Senior Engineer,1996-11-23,9999-01-01
432956,Qunsheng,Birrer,1965-01-25,Staff,1986-05-13,9999-01-01
432890,Nalini,Perly,1965-01-24,Senior Engineer,1999-03-07,2001-01-15
432956,Qunsheng,Birrer,1965-01-25,Senior Staff,1986-05-13,9999-01-01
433059,Bojan,Montresor,1965-01-02,Staff,1995-02-04,9999-01-01
433157,Tomofumi,Serna,1965-01-16,Staff,1999-10-23,9999-01-01
433260,Make,Olivero,1965-02-01,Engineer,1991-06-01,9999-01-01
433260,Make,Olivero,1965-02-01,Assistant Engineer,1991-06-01,9999-01-01
433640,Monique,Baer,1965-01-12,Senior Staff,1987-12-12,1996-02-13
433438,Keiichiro,Miyakawa,1965-01-06,Staff,1993-09-12,9999-01-01
433438,Keiichiro,Miyakawa,1965-01-06,Senior Staff,1993-09-12,9999-01-01
433465,Wonhee,Benveniste,1965-01-12,Senior Staff,1985-12-21,1987-03-23
434384,Greger,Babb,1965-01-28,Senior Staff,1995-11-06,1998-06-13
434384,Greger,Babb,1965-01-28,Senior Staff,1998-06-13,2002-01-18
434936,Sahrah,Rosis,1965-01-15,Senior Engineer,1994-06-24,9999-01-01
434936,Sahrah,Rosis,1965-01-15,Engineer,1994-06-24,9999-01-01
435026,Shim,Versino,1965-01-14,Senior Engineer,1986-08-20,1996-12-17
434845,Takushi,Skogmar,1965-01-11,Staff,1985-06-07,9999-01-01
434845,Takushi,Skogmar,1965-01-11,Senior Staff,1985-06-07,9999-01-01
435026,Shim,Versino,1965-01-14,Senior Engineer,1996-12-17,1997-11-20
435042,Brigham,Borstler,1965-01-10,Staff,1995-10-09,9999-01-01
435060,Moie,Lieblein,1965-01-16,Staff,1996-07-12,9999-01-01
435226,Yinghua,Panwar,1965-01-12,Senior Staff,1994-06-11,1996-02-26
435289,Feixiong,Schurmann,1965-01-04,Staff,1987-02-15,9999-01-01
435289,Feixiong,Schurmann,1965-01-04,Senior Staff,1987-02-15,9999-01-01
435305,Berthier,Pramanik,1965-01-21,Staff,1993-01-23,9999-01-01
435305,Berthier,Pramanik,1965-01-21,Senior Staff,1993-01-23,9999-01-01
435181,Kazuhide,Fiutem,1965-01-16,Staff,1992-05-10,9999-01-01
435181,Kazuhide,Fiutem,1965-01-16,Senior Staff,1992-05-10,9999-01-01
435588,Genta,Pepe,1965-01-29,Staff,1994-04-12,9999-01-01
435357,Jaques,Standera,1965-01-29,Engineer,1997-10-02,1998-03-11
435370,Conal,Basart,1965-01-16,Senior Staff,1991-05-17,9999-01-01
435588,Genta,Pepe,1965-01-29,Senior Staff,1994-04-12,9999-01-01
435602,Dietrich,Kranzdorf,1965-01-29,Staff,1992-10-04,9999-01-01
435602,Dietrich,Kranzdorf,1965-01-29,Senior Staff,1992-10-04,9999-01-01
435791,Hercules,Speer,1965-01-07,Senior Engineer,1994-03-07,9999-01-01
435791,Hercules,Speer,1965-01-07,Engineer,1994-03-07,9999-01-01
436558,Subir,Greibach,1965-01-08,Senior Engineer,1992-05-24,9999-01-01
435664,Sham,Chiodo,1965-01-02,Senior Engineer,1997-07-28,2000-06-16
435774,Olivera,Bharadwaj,1965-01-09,Staff,1992-04-01,9999-01-01
435774,Olivera,Bharadwaj,1965-01-09,Senior Staff,1992-04-01,9999-01-01
436797,Ohad,Henders,1965-01-24,Staff,1990-11-03,9999-01-01
436797,Ohad,Henders,1965-01-24,Senior Staff,1990-11-03,9999-01-01
436827,Wojceich,Limongiello,1965-01-30,Senior Staff,1988-03-10,9999-01-01
436915,Feixiong,Haraldson,1965-01-13,Staff,1998-10-11,9999-01-01
437369,Kazuhide,Biran,1965-02-01,Senior Staff,1995-01-25,9999-01-01
437276,Dines,DeMori,1965-01-17,Staff,1987-12-07,9999-01-01
437276,Dines,DeMori,1965-01-17,Senior Staff,1987-12-07,9999-01-01
437395,Sumant,Thambidurai,1965-01-21,Staff,1996-08-24,9999-01-01
437395,Sumant,Thambidurai,1965-01-21,Senior Staff,1996-08-24,9999-01-01
437395,Sumant,Thambidurai,1965-01-21,Staff,1994-01-02,1996-08-24
437395,Sumant,Thambidurai,1965-01-21,Senior Staff,1994-01-02,1996-08-24
437724,Erez,Luft,1965-01-17,Staff,1994-12-14,9999-01-01
438038,Lena,Giaccio,1965-01-01,Senior Staff,2001-10-03,9999-01-01
437870,Kerhong,Lorho,1965-01-07,Staff,2001-03-17,9999-01-01
437870,Kerhong,Lorho,1965-01-07,Staff,1995-06-18,2001-03-17
438038,Lena,Giaccio,1965-01-01,Senior Staff,1999-03-17,2001-10-03
438264,Rasikan,Barreiro,1965-01-19,Staff,1991-09-27,9999-01-01
438158,Shaw,Varman,1965-01-19,Senior Engineer,1994-12-16,1999-05-13
438264,Rasikan,Barreiro,1965-01-19,Senior Staff,1991-09-27,9999-01-01
438557,Lidong,Swist,1965-01-30,Engineer,1999-09-16,9999-01-01
440325,Douadi,Sullins,1965-01-10,Senior Staff,1999-09-25,9999-01-01
438723,Charlene,Verspoor,1965-01-12,Engineer,1992-03-16,2001-11-13
438723,Charlene,Verspoor,1965-01-12,Assistant Engineer,1992-03-16,2001-11-13
439377,Mari,Plessier,1965-01-28,Senior Engineer,1997-07-04,9999-01-01
439905,Kousuke,Levasseur,1965-01-03,Staff,1990-03-16,9999-01-01
439905,Kousuke,Levasseur,1965-01-03,Senior Staff,1990-03-16,9999-01-01
439924,Gunilla,Kisuki,1965-01-30,Staff,1994-08-14,9999-01-01
439924,Gunilla,Kisuki,1965-01-30,Senior Staff,1994-08-14,9999-01-01
440870,Filipp,Hasham,1965-01-01,Staff,1990-07-11,1996-10-14
440435,Sandeepan,Rosti,1965-01-03,Senior Engineer,1991-11-26,9999-01-01
440450,Tzvetan,Scharstein,1965-01-16,Staff,1994-06-16,9999-01-01
440450,Tzvetan,Scharstein,1965-01-16,Senior Staff,1994-06-16,9999-01-01
440642,Snehasis,Kalsbeek,1965-01-14,Staff,1988-01-06,9999-01-01
440642,Snehasis,Kalsbeek,1965-01-14,Senior Staff,1988-01-06,9999-01-01
440870,Filipp,Hasham,1965-01-01,Senior Staff,1990-07-11,1996-10-14
440870,Filipp,Hasham,1965-01-01,Staff,1996-10-14,9999-01-01
440870,Filipp,Hasham,1965-01-01,Senior Staff,1996-10-14,9999-01-01
441651,Aimee,Billawala,1965-01-07,Engineer,1989-02-20,1995-08-24
440937,Fabrizio,Usery,1965-01-18,Staff,1992-10-13,9999-01-01
440937,Fabrizio,Usery,1965-01-18,Senior Staff,1992-10-13,9999-01-01
440997,Manton,Schapiro,1965-01-01,Senior Staff,1991-03-26,2001-01-31
441197,Miquel,Legleitner,1965-01-18,Staff,1985-06-28,9999-01-01
441197,Miquel,Legleitner,1965-01-18,Senior Staff,1985-06-28,9999-01-01
441954,Leszek,Marchegay,1965-01-03,Engineer,1999-06-13,9999-01-01
441536,Chinho,Collette,1965-01-10,Senior Engineer,1995-10-09,9999-01-01
441536,Chinho,Collette,1965-01-10,Senior Engineer,1990-08-07,1995-10-09
441965,Claudi,Heijenga,1965-01-12,Staff,1988-08-30,9999-01-01
441965,Claudi,Heijenga,1965-01-12,Senior Staff,1988-08-30,9999-01-01
442002,Ravishankar,Baig,1965-01-03,Staff,1992-03-17,9999-01-01
442002,Ravishankar,Baig,1965-01-03,Senior Staff,1992-03-17,9999-01-01
442312,Zengping,Cusworth,1965-01-05,Senior Engineer,1991-06-07,9999-01-01
442096,Martijn,DiGiano,1965-01-15,Senior Engineer,1990-06-15,9999-01-01
442312,Zengping,Cusworth,1965-01-05,Engineer,1991-06-07,9999-01-01
442490,Navid,Luke,1965-01-08,Engineer,1994-10-17,9999-01-01
442898,Aksel,Gire,1965-01-07,Engineer,1999-06-27,9999-01-01
442653,Mona,Hebden,1965-01-04,Engineer,1995-10-20,9999-01-01
442700,Siddarth,Masada,1965-01-06,Staff,1997-08-11,9999-01-01
442704,Terresa,Milicia,1965-01-07,Engineer,1995-07-26,1997-11-21
442704,Terresa,Milicia,1965-01-07,Engineer,1993-05-24,1995-07-26
443485,Marke,Klerer,1965-01-23,Senior Staff,1990-04-14,9999-01-01
443108,Christfried,Atrawala,1965-01-14,Senior Staff,1990-07-13,1998-11-29
443108,Christfried,Atrawala,1965-01-14,Senior Staff,1998-11-29,9999-01-01
443339,Shir,Krone,1965-01-04,Staff,1996-10-02,1998-09-07
443841,Shaw,Kading,1965-01-08,Staff,1992-07-16,9999-01-01
443632,Bernd,Conia,1965-01-10,Staff,1999-11-25,2002-04-25
443841,Shaw,Kading,1965-01-08,Senior Staff,1992-07-16,9999-01-01
443873,Vatsa,Ramsay,1965-01-20,Staff,1994-02-04,2000-06-16
443873,Vatsa,Ramsay,1965-01-20,Senior Staff,1994-02-04,2000-06-16
443873,Vatsa,Ramsay,1965-01-20,Staff,2000-06-16,9999-01-01
443873,Vatsa,Ramsay,1965-01-20,Senior Staff,2000-06-16,9999-01-01
444208,Irena,Cesareni,1965-01-27,Senior Staff,1985-10-30,9999-01-01
444070,Heping,Skrikant,1965-01-15,Staff,1990-11-27,9999-01-01
444070,Heping,Skrikant,1965-01-15,Senior Staff,1990-11-27,9999-01-01
444228,Xinglin,Busillo,1965-01-23,Senior Engineer,1998-10-08,1999-06-11
444099,Kousuke,Worfolk,1965-01-28,Staff,1988-03-22,9999-01-01
444099,Kousuke,Worfolk,1965-01-28,Senior Staff,1988-03-22,9999-01-01
444465,Prasadram,Bultermann,1965-01-13,Senior Engineer,1998-10-25,9999-01-01
444465,Prasadram,Bultermann,1965-01-13,Senior Engineer,1997-08-29,1998-10-25
444487,Udi,Rullman,1965-01-03,Senior Engineer,1994-04-09,9999-01-01
445201,Randi,Alblas,1965-01-22,Staff,1992-05-02,2000-01-27
444643,Berna,Schonegge,1965-01-18,Staff,1998-06-28,9999-01-01
445067,Eldridge,Kawashima,1965-01-28,Senior Engineer,1990-02-27,9999-01-01
445067,Eldridge,Kawashima,1965-01-28,Engineer,1990-02-27,9999-01-01
445152,Heping,Peac,1965-01-09,Staff,1985-03-20,9999-01-01
445152,Heping,Peac,1965-01-09,Senior Staff,1985-03-20,9999-01-01
445226,Oscar,Baumann,1965-01-01,Senior Engineer,1987-01-22,9999-01-01
445226,Oscar,Baumann,1965-01-01,Engineer,1987-01-22,9999-01-01
445456,Apostol,Gruenwald,1965-01-12,Engineer,1998-08-04,2000-03-18
445514,Tuval,Albarhamtoshy,1965-01-05,Technique Leader,1990-09-24,1999-10-28
445570,Van,Nations,1965-01-25,Technique Leader,1986-08-11,9999-01-01
446121,Fay,Cochrane,1965-01-11,Staff,1999-12-13,9999-01-01
445723,Gaurav,Roison,1965-01-31,Senior Staff,1991-07-12,9999-01-01
445723,Gaurav,Roison,1965-01-31,Staff,1991-07-12,9999-01-01
445723,Gaurav,Roison,1965-01-31,Senior Staff,1986-10-22,1991-07-12
445723,Gaurav,Roison,1965-01-31,Staff,1986-10-22,1991-07-12
445941,Masako,Dechter,1965-01-11,Technique Leader,1985-09-25,9999-01-01
445950,Ebru,Valtorta,1965-01-23,Senior Engineer,1992-12-09,9999-01-01
445950,Ebru,Valtorta,1965-01-23,Engineer,1992-12-09,9999-01-01
446306,Hercules,Kabayashi,1965-01-22,Senior Engineer,1991-06-10,9999-01-01
446424,DAIDA,Nooteboom,1965-01-16,Senior Engineer,1985-11-24,9999-01-01
446424,DAIDA,Nooteboom,1965-01-16,Engineer,1985-11-24,9999-01-01
446897,Takahiro,Dalton,1965-01-22,Technique Leader,1992-09-30,9999-01-01
446785,Yuping,Papastamatiou,1965-01-30,Engineer,1988-08-30,1992-01-16
446959,Aram,Passino,1965-01-29,Senior Engineer,1995-01-28,9999-01-01
447191,Dmitri,Rousseau,1965-01-17,Engineer,1995-06-19,1997-05-26
447018,Dannz,Miara,1965-01-17,Senior Engineer,1992-12-04,9999-01-01
447018,Dannz,Miara,1965-01-17,Engineer,1992-12-04,9999-01-01
447232,Aleksander,Schaaf,1965-01-22,Staff,1995-05-26,2000-01-10
447232,Aleksander,Schaaf,1965-01-22,Senior Staff,1995-05-26,2000-01-10
447135,Gennady,Rouquie,1965-01-31,Senior Staff,1989-08-24,9999-01-01
447232,Aleksander,Schaaf,1965-01-22,Staff,2000-01-10,9999-01-01
447232,Aleksander,Schaaf,1965-01-22,Senior Staff,2000-01-10,9999-01-01
447544,Stabislas,Kakkad,1965-01-22,Senior Staff,1989-02-19,9999-01-01
447290,Maria,Miculan,1965-01-08,Senior Engineer,1993-04-12,1998-05-08
447290,Maria,Miculan,1965-01-08,Engineer,1993-04-12,1998-05-08
447376,Kirk,Zongker,1965-01-07,Staff,1999-12-10,9999-01-01
447877,Make,Heuser,1965-01-13,Senior Engineer,1988-07-02,9999-01-01
447599,Heeju,Kemmerer,1965-01-17,Technique Leader,1991-12-26,1996-02-15
447613,Paris,Restivo,1965-01-15,Senior Engineer,1986-11-21,9999-01-01
447613,Paris,Restivo,1965-01-15,Engineer,1986-11-21,9999-01-01
447877,Make,Heuser,1965-01-13,Engineer,1988-07-02,9999-01-01
447931,Martijn,Jeong,1965-01-11,Staff,1990-12-14,9999-01-01
447999,Shiv,Vilarrasa,1965-01-05,Senior Engineer,1990-08-01,9999-01-01
447999,Shiv,Vilarrasa,1965-01-05,Engineer,1990-08-01,9999-01-01
447931,Martijn,Jeong,1965-01-11,Senior Staff,1990-12-14,9999-01-01
447966,Kamakshi,Hebert,1965-01-05,Senior Engineer,1997-01-17,9999-01-01
447966,Kamakshi,Hebert,1965-01-05,Engineer,1997-01-17,9999-01-01
447982,Shiv,Baezner,1965-01-25,Senior Engineer,1990-12-17,9999-01-01
447982,Shiv,Baezner,1965-01-25,Engineer,1990-12-17,9999-01-01
448769,Mong,Dichev,1965-01-18,Technique Leader,1997-10-11,9999-01-01
448165,Anyuan,Schwaller,1965-01-07,Staff,1993-08-31,2001-05-06
448165,Anyuan,Schwaller,1965-01-07,Senior Staff,1993-08-31,2001-05-06
449966,Mabry,Knightly,1965-01-31,Staff,1994-01-04,2001-03-06
448900,Mart,Talmor,1965-01-16,Staff,1999-05-11,9999-01-01
448918,Chiradeep,Arlazarov,1965-01-23,Senior Engineer,1989-10-06,9999-01-01
448918,Chiradeep,Arlazarov,1965-01-23,Engineer,1989-10-06,9999-01-01
448994,Haldun,Syang,1965-01-12,Staff,1997-02-11,9999-01-01
449189,Jahangir,Bernatsky,1965-01-30,Senior Staff,1995-09-30,9999-01-01
449815,Fumitaka,Quittner,1965-01-27,Staff,1988-04-20,9999-01-01
449815,Fumitaka,Quittner,1965-01-27,Senior Staff,1988-04-20,9999-01-01
449984,Hinrich,Perin,1965-02-01,Senior Engineer,1985-11-20,9999-01-01
449984,Hinrich,Perin,1965-02-01,Engineer,1985-11-20,9999-01-01
450184,Selwyn,Henseler,1965-01-11,Senior Engineer,1993-03-09,9999-01-01
450255,Udo,Waymire,1965-01-31,Technique Leader,1986-06-14,9999-01-01
450421,Selwyn,Munoz,1965-01-25,Engineer,1989-07-05,1992-10-07
450475,Saeed,Bahl,1965-01-21,Senior Staff,1991-01-29,9999-01-01
450309,Gill,Orlowska,1965-01-08,Technique Leader,1986-12-25,9999-01-01
450510,Boalin,Tramer,1965-01-25,Staff,1992-04-13,1993-02-24
450371,Eldridge,Pargaonkar,1965-01-21,Senior Engineer,1992-08-03,1999-09-04
450371,Eldridge,Pargaonkar,1965-01-21,Engineer,1992-08-03,1999-09-04
450817,DAIDA,Frolund,1965-01-10,Senior Engineer,1987-07-17,9999-01-01
450817,DAIDA,Frolund,1965-01-10,Engineer,1987-07-17,9999-01-01
451253,Jaihie,Ozeri,1965-01-15,Staff,1991-06-21,9999-01-01
450888,Sedat,Rande,1965-01-03,Staff,1995-03-25,9999-01-01
450888,Sedat,Rande,1965-01-03,Senior Staff,1995-03-25,9999-01-01
450934,Chanjung,Raoux,1965-01-23,Senior Engineer,1992-05-25,9999-01-01
450934,Chanjung,Raoux,1965-01-23,Engineer,1992-05-25,9999-01-01
450936,Yuriy,Ponthieu,1965-01-18,Staff,1991-12-11,9999-01-01
450936,Yuriy,Ponthieu,1965-01-18,Senior Staff,1991-12-11,9999-01-01
451272,Jacopo,Krohm,1965-01-02,Senior Engineer,1991-04-24,9999-01-01
451272,Jacopo,Krohm,1965-01-02,Engineer,1991-04-24,9999-01-01
451275,Bedrich,Isard,1965-01-25,Senior Staff,1986-06-07,9999-01-01
451253,Jaihie,Ozeri,1965-01-15,Senior Staff,1991-06-21,9999-01-01
452137,Subir,Miake,1965-01-15,Senior Engineer,1993-07-11,1999-01-09
451333,Radhika,Bonifati,1965-01-15,Senior Staff,1995-03-11,9999-01-01
452137,Subir,Miake,1965-01-15,Engineer,1993-07-11,1999-01-09
452137,Subir,Miake,1965-01-15,Senior Engineer,1999-01-09,9999-01-01
452137,Subir,Miake,1965-01-15,Engineer,1999-01-09,9999-01-01
452196,Bartek,Snyers,1965-01-17,Staff,1987-01-14,2001-05-02
452196,Bartek,Snyers,1965-01-17,Senior Staff,1987-01-14,2001-05-02
452206,Arra,Esposito,1965-01-22,Staff,1994-11-03,9999-01-01
452956,Gou,Thombley,1965-01-17,Senior Engineer,1987-04-09,1990-11-07
452325,Taiji,Berstel,1965-01-14,Senior Engineer,1996-12-02,9999-01-01
452325,Taiji,Berstel,1965-01-14,Engineer,1996-12-02,9999-01-01
452347,Shigeichiro,Brattka,1965-01-07,Staff,1996-07-13,9999-01-01
452347,Shigeichiro,Brattka,1965-01-07,Senior Staff,1996-07-13,9999-01-01
452365,Fei,Gadepally,1965-01-05,Engineer,1988-11-13,9999-01-01
452365,Fei,Gadepally,1965-01-05,Assistant Engineer,1988-11-13,9999-01-01
452982,Lobel,Aloia,1965-01-29,Senior Staff,1994-12-29,9999-01-01
453070,Aran,Rosenbaum,1965-01-06,Staff,1991-04-25,9999-01-01
453070,Aran,Rosenbaum,1965-01-06,Senior Staff,1991-04-25,9999-01-01
453154,Gao,Lally,1965-01-03,Staff,1996-03-01,9999-01-01
452956,Gou,Thombley,1965-01-17,Senior Engineer,1990-11-07,9999-01-01
452957,Alair,Nanard,1965-01-03,Staff,1996-02-10,9999-01-01
452970,Mari,Fargier,1965-01-06,Senior Engineer,1992-08-18,1995-12-11
453644,Berni,Takkinen,1965-01-07,Staff,1992-06-08,9999-01-01
453688,Chinya,Leslie,1965-01-24,Engineer,1995-10-28,9999-01-01
453644,Berni,Takkinen,1965-01-07,Senior Staff,1992-06-08,9999-01-01
453913,Stein,Perng,1965-01-23,Staff,1993-04-29,9999-01-01
453723,Arne,Kohling,1965-01-15,Senior Engineer,1985-12-13,9999-01-01
453723,Arne,Kohling,1965-01-15,Engineer,1985-12-13,9999-01-01
453760,Ewing,Rajala,1965-01-13,Staff,1996-06-21,9999-01-01
453760,Ewing,Rajala,1965-01-13,Senior Staff,1996-06-21,9999-01-01
453790,Fai,Keirsey,1965-01-11,Senior Engineer,1994-10-12,9999-01-01
453790,Fai,Keirsey,1965-01-11,Engineer,1994-10-12,9999-01-01
453913,Stein,Perng,1965-01-23,Senior Staff,1993-04-29,9999-01-01
454736,Nechama,Ermel,1965-01-24,Engineer,1995-06-05,9999-01-01
453996,Sugwoo,Weiland,1965-01-24,Senior Engineer,1997-04-23,1999-01-18
454338,Mohammed,Georg,1965-01-24,Engineer,1998-08-03,9999-01-01
454378,Gina,Ossenbruggen,1965-01-06,Technique Leader,1998-01-03,9999-01-01
454791,Xiaoqiu,Pietracaprina,1965-01-22,Senior Engineer,1994-07-09,9999-01-01
454994,Mohan,Picht,1965-01-01,Senior Engineer,1991-02-24,9999-01-01
454825,Kamakshi,Schusler,1965-01-02,Senior Engineer,1995-05-25,9999-01-01
454825,Kamakshi,Schusler,1965-01-02,Engineer,1995-05-25,9999-01-01
454994,Mohan,Picht,1965-01-01,Engineer,1991-02-24,9999-01-01
455284,Luisa,Baig,1965-01-09,Senior Engineer,1996-07-12,9999-01-01
455113,Manohar,Rothenberg,1965-01-15,Staff,1999-04-22,2002-06-16
455284,Luisa,Baig,1965-01-09,Engineer,1996-07-12,9999-01-01
455296,Mang,Sundgren,1965-01-01,Engineer,1995-11-27,1999-07-13
455175,Soenke,Zaumen,1965-01-14,Staff,1992-02-22,9999-01-01
455175,Soenke,Zaumen,1965-01-14,Senior Staff,1992-02-22,9999-01-01
455364,Ranga,Plesums,1965-01-29,Senior Staff,1990-01-28,1997-05-13
455243,Khoa,Bahk,1965-01-13,Senior Engineer,1991-06-10,1998-02-07
455814,Giao,DuCasse,1965-01-28,Senior Engineer,1991-07-19,9999-01-01
455415,Weiye,Krohm,1965-01-10,Staff,1990-10-29,2000-02-10
455415,Weiye,Krohm,1965-01-10,Senior Staff,1990-10-29,2000-02-10
455814,Giao,DuCasse,1965-01-28,Engineer,1991-07-19,9999-01-01
455914,Peer,Angelopoulos,1965-01-01,Senior Engineer,1989-07-23,9999-01-01
455726,Qiwen,Kriebel,1965-01-08,Staff,1987-12-13,9999-01-01
455726,Qiwen,Kriebel,1965-01-08,Senior Staff,1987-12-13,9999-01-01
455914,Peer,Angelopoulos,1965-01-01,Engineer,1989-07-23,9999-01-01
456824,Aloke,Neiman,1965-01-13,Technique Leader,1985-07-10,1996-07-23
456767,Tetsurou,Schreiter,1965-01-24,Staff,1987-07-17,9999-01-01
456767,Tetsurou,Schreiter,1965-01-24,Senior Staff,1987-07-17,9999-01-01
457146,Jinpo,Heyers,1965-01-20,Staff,1999-01-07,9999-01-01
456982,Shounak,Dratva,1965-01-07,Senior Engineer,1989-01-05,9999-01-01
456982,Shounak,Dratva,1965-01-07,Engineer,1989-01-05,9999-01-01
457070,Gay,Plavsic,1965-01-25,Staff,1987-08-06,9999-01-01
457070,Gay,Plavsic,1965-01-25,Senior Staff,1987-08-06,9999-01-01
457411,Xudong,Peck,1965-01-13,Senior Engineer,1988-04-18,9999-01-01
457305,Sorina,Lakshmanan,1965-01-15,Staff,1994-09-03,9999-01-01
457489,Berna,Ranst,1965-01-24,Senior Engineer,1985-05-14,9999-01-01
457337,Xumin,Beidas,1965-01-31,Technique Leader,1995-04-27,9999-01-01
457489,Berna,Ranst,1965-01-24,Engineer,1985-05-14,9999-01-01
457776,Florian,Siepmann,1965-01-15,Senior Engineer,1987-12-21,9999-01-01
457611,Indrajit,Krogh,1965-01-09,Engineer,1998-09-18,9999-01-01
457653,Yakichi,Naumovich,1965-01-21,Technique Leader,1988-06-12,1988-07-03
457776,Florian,Siepmann,1965-01-15,Engineer,1987-12-21,9999-01-01
458111,Florian,Tramer,1965-01-23,Engineer,1999-11-07,9999-01-01
457813,Foong,Gargeya,1965-01-28,Senior Engineer,1992-01-24,9999-01-01
457813,Foong,Gargeya,1965-01-28,Engineer,1992-01-24,9999-01-01
457832,Jackson,Zielinski,1965-02-01,Senior Engineer,1997-09-12,9999-01-01
457938,Arch,Picco,1965-01-14,Staff,1993-06-07,1997-10-22
457938,Arch,Picco,1965-01-14,Senior Staff,1993-06-07,1997-10-22
457938,Arch,Picco,1965-01-14,Staff,1997-10-22,9999-01-01
457938,Arch,Picco,1965-01-14,Senior Staff,1997-10-22,9999-01-01
458134,Thanasis,Standera,1965-01-11,Staff,1985-03-20,9999-01-01
458134,Thanasis,Standera,1965-01-11,Senior Staff,1985-03-20,9999-01-01
458191,George,Atchley,1965-01-28,Staff,1997-07-02,9999-01-01
458919,Kaijung,Papadias,1965-01-12,Engineer,1999-05-01,2001-04-12
458383,Mabhin,Foote,1965-01-06,Engineer,1999-04-23,9999-01-01
458726,Shahaf,Kitai,1965-01-13,Staff,1986-12-26,9999-01-01
458726,Shahaf,Kitai,1965-01-13,Senior Staff,1986-12-26,9999-01-01
459356,Pramod,Wendorf,1965-01-21,Engineer,1998-12-25,9999-01-01
458790,Ramya,Azadmanesh,1965-01-17,Senior Engineer,1988-11-19,9999-01-01
458790,Ramya,Azadmanesh,1965-01-17,Engineer,1988-11-19,9999-01-01
459172,Val,Rissanen,1965-01-19,Engineer,1993-11-20,9999-01-01
459172,Val,Rissanen,1965-01-19,Assistant Engineer,1993-11-20,9999-01-01
459429,Mohit,Verhaegen,1965-01-14,Staff,1992-05-27,9999-01-01
459429,Mohit,Verhaegen,1965-01-14,Senior Staff,1992-05-27,9999-01-01
459846,Yuping,Sethi,1965-01-24,Staff,1997-12-28,1999-05-21
459685,Hirochika,Goldhammer,1965-02-01,Engineer,1998-03-12,9999-01-01
460131,Adly,Hambrick,1965-01-16,Staff,1997-07-25,9999-01-01
460691,Munehiko,Gihr,1965-01-16,Senior Staff,1989-12-06,9999-01-01
